match_type,similarity_pct,a_id,a_name,a_suburb,a_state,a_postcode,a_owner,b_id,b_name,b_suburb,b_state,b_postcode,b_owner
LOCATION,100,c53d286e-ff81-4129-b1eb-5c2635c64790,Plus Fitness 24/7 Waterloo,waterloo,NSW,2017,unclaimed,ffc2bb95-356a-4868-adcf-7dbb39bcf306,Kaizen,waterloo,NSW,2017,unclaimed
LOCATION,100,gym-1532,Think Fitness,cairns north,QLD,4870,unclaimed,66c2fe6d-5914-4137-87ac-2f9ab542a26a,Total Fitness Management,cairns north,QLD,4870,unclaimed
LOCATION,100,gym-808,UBX Richmond,richmond,VIC,3121,unclaimed,gym-804,The Bones Fitness,richmond,VIC,3121,unclaimed
LOCATION,100,53353f4d-d966-4975-8f41-03697a614e2c,Bolt-On Health & Fitness,norman park,QLD,4170,unclaimed,1e1ec197-7739-4cb3-aa6e-e4c19bcf329e,Unlocked Performance,norman park,QLD,4170,unclaimed
LOCATION,100,6aef43c6-c46d-4228-a33d-ea6301e97227,The Zoo Health & Fitness,hermit park,QLD,4812,unclaimed,82b0aac5-c056-4e74-bca3-95e0fbe3c6fd,Optibods - for Women,hermit park,QLD,4812,unclaimed
LOCATION,100,13b97156-6603-4b04-9cf2-33cc0a7626cf,Muscle & Fitness,kirwan,QLD,4817,unclaimed,9fa37007-0310-4469-8f95-d5a22dcf07af,Rhonda's Fitness for Ladies,kirwan,QLD,4817,unclaimed
LOCATION,100,gym-483,Freeman's Fitness Training Studio - Hornsby,hornsby,NSW,2077,unclaimed,gym-486,Eternally Fit,hornsby,NSW,2077,unclaimed
LOCATION,100,78bf3ef7-3559-4a07-bd3a-268956f33046,Athletica Strength & Conditioning,karrinyup,WA,6018,unclaimed,gym-268,Goodlife Health Clubs Karrinyup,karrinyup,WA,6018,owner-3
LOCATION,100,f68872ca-0f4e-4e20-bfc3-f5426110e061,Team8 Physio,dee why,NSW,2099,unclaimed,f195623f-942c-43b3-a47e-e27362ee6a0e,Team8 Active,dee why,NSW,2099,unclaimed
LOCATION,100,gym-364,Limitless Gym,penrith,NSW,2750,unclaimed,gym-365,Plus Fitness,penrith,NSW,2750,unclaimed
LOCATION,100,88a17c05-e75a-4223-b04c-6f54c2f65c39,Noarlunga Recreation Centre,noarlunga centre,SA,5168,unclaimed,6f538c80-868d-4b17-89e2-f6ae9f1d76f1,Jones Boxing Gym,noarlunga centre,SA,5168,unclaimed
LOCATION,100,gym-1364,Precision Fitness 24/7,tingalpa,QLD,4173,unclaimed,d8c4136d-e76c-4f92-a4b1-f3b9663fc0b0,Kai Woods Personal Training,tingalpa,QLD,4173,unclaimed
LOCATION,100,gym-1364,Precision Fitness 24/7,tingalpa,QLD,4173,unclaimed,831dc56b-ff35-4b02-80c1-459a7070f334,Built By Brandon,tingalpa,QLD,4173,unclaimed
LOCATION,100,gym-839,Beyond Best Personal Training,collingwood,VIC,3066,unclaimed,gym-835,REVL Training Collingwood,collingwood,VIC,3066,unclaimed
LOCATION,100,8ec3a09a-1174-4218-aebb-bbd51a4f895a,Pursuit Muay Thai Lilydale - Home of The Eagles,lilydale,VIC,3140,unclaimed,55bd7fbd-0778-46b5-9929-0f5e1986c04b,Coaching Zone Lilydale,lilydale,VIC,3140,unclaimed
LOCATION,100,87a0940c-f765-4cd8-a588-ede2e08fd3fd,Jetts Mooloolaba,mooloolaba,QLD,4557,unclaimed,8478db6e-119f-44cc-bbfc-4829baf27ccf,Bulletproof Training Method,mooloolaba,QLD,4557,unclaimed
LOCATION,100,87a0940c-f765-4cd8-a588-ede2e08fd3fd,Jetts Mooloolaba,mooloolaba,QLD,4557,unclaimed,f699ad62-1bf3-4291-a1ef-1e526c65fc75,Radiant Strength - Rachel,mooloolaba,QLD,4557,unclaimed
LOCATION,100,gym-1217,F45 Training Chermside,chermside,QLD,4032,unclaimed,gym-1218,FS8 Chermside,chermside,QLD,4032,unclaimed
LOCATION,100,gym-1377,Your Fit Nutrition & Fitness Professionals,nundah,QLD,4012,unclaimed,gym-1374,ATÓRA Training Nundah,nundah,QLD,4012,unclaimed
LOCATION,100,d7b67e8b-bf23-437c-966c-29c8dd979a3c,Xpeed Fitness,pooraka,SA,5095,unclaimed,a3636181-c9d0-4aec-b130-0105bceb3891,The Gym & Treadmill Surgeon,pooraka,SA,5095,unclaimed
LOCATION,100,d7b67e8b-bf23-437c-966c-29c8dd979a3c,Xpeed Fitness,pooraka,SA,5095,unclaimed,9492b59f-f260-4ba6-801a-d164529d4b61,Fitness Warehouse Commercial,pooraka,SA,5095,unclaimed
LOCATION,100,gym-247,Prime Bodies,balcatta,WA,6021,owner-3,gym-240,Anytime Fitness,balcatta,WA,6021,owner-3
LOCATION,100,gym-1820,Hi-Per Centre,invermay,TAS,7248,unclaimed,ce5ad35a-d495-4d94-b30e-fe651d8a7a60,HI-PEREVIVE,invermay,TAS,7248,unclaimed
LOCATION,100,051b3a28-6b5f-4c1c-8b70-dd5db56e302f,Kieser Northcote,northcote,VIC,3070,unclaimed,gym-998,Revive Thrive Northcote,northcote,VIC,3070,unclaimed
LOCATION,100,e142a50a-b355-4c71-b478-667a37635b5e,"Crew Fitness, bootcamp classes",lindisfarne,TAS,7015,unclaimed,01e37f7d-d478-48cd-b99d-3a98f0ff8e1e,STRONGWOMEN,lindisfarne,TAS,7015,unclaimed
LOCATION,100,gym-295,CrossFit Bunbury,bunbury,WA,6230,owner-3,gym-303,CM Strength Studio,bunbury,WA,6230,owner-3
LOCATION,100,gym-871,Bennetts boxing gym,prahran,VIC,3181,unclaimed,gym-869,BFT Prahran,prahran,VIC,3181,unclaimed
LOCATION,100,0325ae7e-e8e4-4ae3-965c-448a648155d2,BlueFit Swimming - Melton,melton,VIC,3337,unclaimed,982fee3d-6314-4fa0-9d09-c97aa2ff9849,Melton Waves,melton,VIC,3337,unclaimed
LOCATION,100,0325ae7e-e8e4-4ae3-965c-448a648155d2,BlueFit Swimming - Melton,melton,VIC,3337,unclaimed,01b9c7f1-3c29-4b68-84cc-87b3f3bdc36d,Healthstin Melton,melton,VIC,3337,unclaimed
LOCATION,100,5f94de87-6e43-45da-96b0-e2258696b36d,FIT College - Fortitude Valley Campus,fortitude valley,QLD,4006,unclaimed,gym-1155,PCYC Fortitude Valley,fortitude valley,QLD,4006,unclaimed
LOCATION,100,bf3f22d1-5c07-45a2-90b7-948a73c8701e,Body By Hewida Leichhardt,leichhardt,NSW,2040,unclaimed,5364b733-2d34-4a95-a693-83bf8782b78d,Bodyline Fitness,leichhardt,NSW,2040,unclaimed
LOCATION,100,d8c4136d-e76c-4f92-a4b1-f3b9663fc0b0,Kai Woods Personal Training,tingalpa,QLD,4173,unclaimed,831dc56b-ff35-4b02-80c1-459a7070f334,Built By Brandon,tingalpa,QLD,4173,unclaimed
LOCATION,100,169ccca0-3099-4e8d-b4a6-8a5908a5538f,KX Pilates Kirwan,thuringowa central,QLD,4817,unclaimed,6cb02eec-ca1b-4944-8355-c38a6093c5bd,Anytime Fitness Kirwan,thuringowa central,QLD,4817,unclaimed
LOCATION,100,gym-233,BOLT Health and Fitness,victoria park,WA,6100,owner-3,gym-230,20FIT Victoria Park,victoria park,WA,6100,owner-3
LOCATION,100,gym-233,BOLT Health and Fitness,victoria park,WA,6100,owner-3,gym-227,Females over 45 Fitness,victoria park,WA,6100,owner-3
LOCATION,100,5670922e-b8f4-477f-a0e2-5541e3369024,Reformer Republic Pilates Bendigo,golden square,VIC,3550,unclaimed,gym-1112,FIT REPUBLIC,golden square,VIC,3550,unclaimed
LOCATION,100,gym-1795,Evolve Personal Training & Fitness,moonah,TAS,7009,unclaimed,2d5b737f-a284-407f-b1ef-065a20160f4c,National Fitness Southern Recreation Association,moonah,TAS,7009,unclaimed
LOCATION,100,8478db6e-119f-44cc-bbfc-4829baf27ccf,Bulletproof Training Method,mooloolaba,QLD,4557,unclaimed,f699ad62-1bf3-4291-a1ef-1e526c65fc75,Radiant Strength - Rachel,mooloolaba,QLD,4557,unclaimed
LOCATION,100,gym-451,LagreeFIT,surry hills,NSW,2010,unclaimed,eff20e87-ef26-4adc-9fbf-2666d64e6d9c,Rare Studios AU (Surry),surry hills,NSW,2010,unclaimed
LOCATION,100,24cae70d-8554-48fb-9493-2a496454662c,AlphaFit Supplements,molendinar,QLD,4214,unclaimed,0419ec2b-4874-474a-9060-e93a91f9323e,AlphaFit Equipment & Flooring,molendinar,QLD,4214,unclaimed
LOCATION,100,gym-294,The Rehab Gym,bunbury,WA,6230,owner-3,735cc1f5-d82a-4b7a-a4cd-5f6f3345bab3,Pro Fitness,bunbury,WA,6230,unclaimed
LOCATION,100,ef98e6b2-9773-450f-822c-71639aaab13e,Shindo - Studio B MMA,molendinar,QLD,4214,unclaimed,c2055f98-22bc-4f7b-9d60-49749df4257f,SHINDO NEW BREED MMA,molendinar,QLD,4214,unclaimed
LOCATION,100,gym-597,Combine Air The Shire,woolooware,NSW,2230,unclaimed,gym-590,UFC GYM Woolooware,woolooware,NSW,2230,unclaimed
LOCATION,100,d4977a99-20bd-4cf5-96cd-859c619ba7d5,Jareth Young Fitness,reservoir,VIC,3073,unclaimed,c9c00be4-c81f-479e-a698-29a3bb6a57a1,Zap Fitness 24/7 Reservoir,reservoir,VIC,3073,unclaimed
LOCATION,100,bcc58cf5-d918-45c8-a9d2-f1b70531f220,Flow Well Studio,hornsby,NSW,2077,unclaimed,gym-474,Anytime Fitness Hornsby,hornsby,NSW,2077,unclaimed
LOCATION,100,f9bf4a60-d399-4fad-926b-d314fd26ec31,The Emerge Method,canning vale,WA,6155,unclaimed,75ec3c5b-b4aa-4a82-bf09-4721dc3afe7d,RFX Athletic,canning vale,WA,6155,unclaimed
LOCATION,100,gym-658,Strength Republic,hamilton north,NSW,2292,unclaimed,053c3095-f60f-44f5-8b4c-641b231adaf3,Hunter Fitness,hamilton north,NSW,2292,unclaimed
LOCATION,100,7e69f2d7-5588-4f85-a93d-d2e5b763a4fb,Next Level Performance S&C,bayswater,WA,6053,unclaimed,9f264812-0512-4bec-92e0-0efc9a98daac,Studio Seven Recovery,bayswater,WA,6053,unclaimed
LOCATION,100,f118d6ef-07bb-40c8-8e03-26184990c558,Acacia Ridge Leisure Centre,acacia ridge,QLD,4110,unclaimed,b9235ddb-063d-4c80-aeaf-ab94174a3189,YMCA Gymnastics Acacia Ridge,acacia ridge,QLD,4110,unclaimed
LOCATION,100,e2a781cc-2e9f-42a8-8427-1470c2f46ce7,F45 Training Forest Lake,forest lake,QLD,4078,unclaimed,0b22c925-a9bd-4407-8b66-bcff142f1baf,Studio Pilates International Forest Lake,forest lake,QLD,4078,unclaimed
LOCATION,100,982fee3d-6314-4fa0-9d09-c97aa2ff9849,Melton Waves,melton,VIC,3337,unclaimed,01b9c7f1-3c29-4b68-84cc-87b3f3bdc36d,Healthstin Melton,melton,VIC,3337,unclaimed
LOCATION,100,5592ae55-2569-4ec6-a1ed-1e859024ab1f,Challenge Martial Arts & Fitness Oakleigh,oakleigh,VIC,3166,unclaimed,51a7bba8-2c07-410c-a6a0-38df34d3fb46,Challenge Fitness 24/7 Oakleigh,oakleigh,VIC,3166,unclaimed
LOCATION,100,35a315b7-0b13-4852-9c60-52a8595fbdf6,Flip Out Box Hill,box hill south,VIC,3128,unclaimed,gym-969,Goodlife Health Clubs Box Hill,box hill south,VIC,3128,unclaimed
LOCATION,100,gym-542,Fitness Hero - MegaStore,bankstown,NSW,2200,unclaimed,gym-540,HIIT Nation,bankstown,NSW,2200,unclaimed
LOCATION,100,ee0c556e-6376-40f2-be3f-9d81e0f6499b,Virgin Active Zetland Gym,zetland,NSW,2017,unclaimed,891d6a7f-81f3-4680-a699-830c07d0d7cf,Elite Supplements Zetland,zetland,NSW,2017,unclaimed
LOCATION,100,645bdd41-6f78-49be-829c-3b33f7cea357,Perform Well,toowong,QLD,4066,unclaimed,gym-1199,Active Matters Exercise Physiology,toowong,QLD,4066,unclaimed
LOCATION,100,cf2922b2-bbe2-4e1c-bfb7-9ce3919c24ca,Fight Club Jiu-Jitsu Townsville,kirwan,QLD,4817,unclaimed,9e539ab9-ee73-4443-88e6-d3648a528282,F45 Training Thuringowa,kirwan,QLD,4817,unclaimed
LOCATION,100,cfa8a350-6f12-475d-8ce6-a9e75d1622c1,Fitstop Everton Park,everton park,QLD,4053,unclaimed,644bc2bf-f771-441c-8125-5d91dd8cb1a6,Snap Fitness 24/7 Everton Park,everton park,QLD,4053,unclaimed
LOCATION,100,a3636181-c9d0-4aec-b130-0105bceb3891,The Gym & Treadmill Surgeon,pooraka,SA,5095,unclaimed,9492b59f-f260-4ba6-801a-d164529d4b61,Fitness Warehouse Commercial,pooraka,SA,5095,unclaimed
LOCATION,100,219b1857-5056-4fe6-a04d-e118e1eb15eb,Project Health and Fitness,hawthorne,QLD,4171,unclaimed,fce3064c-48fa-4884-8423-5fb5eb7403d7,My First Gym Hawthorne,hawthorne,QLD,4171,unclaimed
LOCATION,100,52e74c64-578b-4d18-bd9b-4bd6796057e9,KX Pilates Balmain,balmain,NSW,2041,unclaimed,c42086a3-b75a-4896-bcf1-188202c0dc57,New Level Fitness Training,balmain,NSW,2041,unclaimed
LOCATION,100,gym-1502,World Fitness Noosa,noosa heads,QLD,4567,unclaimed,gym-1497,Franks Gym,noosa heads,QLD,4567,unclaimed
LOCATION,100,2bf6d555-c23d-48d8-bc92-0b1d1f74c5b1,Max Performance Fitness,croydon,VIC,3136,unclaimed,52efcefa-e4fa-452e-82b1-c8f9aca344c3,Precision MMA,croydon,VIC,3136,unclaimed
LOCATION,100,5f687827-ff8b-437c-8697-ff9ab663dfcf,MVMNT Training,charlestown,NSW,8042,unclaimed,ea2e2786-048b-4b52-961a-f5901c8cd368,Charlestown Square,charlestown,NSW,2290,unclaimed
LOCATION,100,e113fb92-33a5-413b-99a9-da550f9a0bc0,STRONG Pilates Miranda,miranda,NSW,2228,unclaimed,8d13d448-77f4-497e-8034-9ddbba5df1d2,BFT Miranda,miranda,NSW,2228,unclaimed
LOCATION,100,gym-185,Sista Fitness 24/7 Morley,morley,WA,6062,owner-3,gym-177,Genesis Health & Fitness Morley,morley,WA,6062,owner-3
LOCATION,100,gym-1814,LAfit - Launceston Leisure & Aquatic Centre,launceston,TAS,7250,unclaimed,gym-1826,Launceston Leisure & Aquatic Centre,launceston,TAS,7250,unclaimed
LOCATION,100,4e4302e5-5772-4d4b-8d5f-89525e74f0ee,Peek Fitness Glebe,glebe,NSW,2037,unclaimed,765f29d9-5be7-419d-81d8-ced3fe88734c,Plus Fitness 24/7 Glebe,glebe,NSW,2037,unclaimed
LOCATION,100,7f1d6b2c-ef29-4410-abce-21ca9056b35d,Reset Movement,ellenbrook,WA,6069,unclaimed,gym-276,Ignite30 Ellenbrook,ellenbrook,WA,6069,owner-3
LOCATION,100,gym-467,"ACU Active, North Sydney",north sydney,NSW,2060,unclaimed,64250c30-e791-4742-b5cd-dcc6366f1a2f,Combine Air North Sydney,north sydney,NSW,2060,unclaimed
LOCATION,100,b6115f47-a7a3-48d7-90f7-397553c827e0,Anytime Fitness Rockdale,rockdale,NSW,2216,unclaimed,5e101eca-131d-435f-9e7c-345c7eaf2984,Tracey Lunam Fitness,rockdale,NSW,2216,unclaimed
LOCATION,100,0bb282ed-55dd-41e0-b046-4ea8f278d118,Robinson Park outdoor public gym,tingalpa,QLD,4173,unclaimed,448d2463-1e29-4616-aabb-4b67a266bac9,Robinson Park,tingalpa,QLD,4173,unclaimed
LOCATION,100,612c93fa-d2fb-447a-b96f-95556f9a4879,Olympus Training Centre,strathfield,NSW,2135,unclaimed,b3cf7657-1d7c-4d51-a54b-0b0971f3b721,Deepwater Performance,strathfield,NSW,2135,unclaimed
LOCATION,100,612c93fa-d2fb-447a-b96f-95556f9a4879,Olympus Training Centre,strathfield,NSW,2135,unclaimed,e2c05424-8066-41b5-8833-d87a8dd89c50,Alpha Team Fitness,strathfield,NSW,2135,unclaimed
LOCATION,100,c7c8de6b-b04f-4c59-94a3-26a6594355e9,Strive Wellness Marrickville,marrickville,NSW,2204,unclaimed,0fa3f878-0bd1-406d-b09a-0f0945945107,Strive Fitness Marrickville,marrickville,NSW,2204,unclaimed
LOCATION,100,d6c9e130-df53-40a3-bbd7-8d1a06979906,Snap Fitness 24/7 Forest Lake,forest lake,QLD,4078,unclaimed,f2874db5-22ec-4881-9754-1b3309acf5a3,CF FIT,forest lake,QLD,4078,unclaimed
LOCATION,100,185bb72c-26dc-4b26-8047-4593560ad712,Think FIT with Deb,helensvale,QLD,4212,unclaimed,e82a6ce0-e3b1-4a54-b849-c2d71ddd31a8,Helensvale Community Centre,helensvale,QLD,4212,unclaimed
LOCATION,100,066b8fa9-394e-4d04-b970-f40525be1938,AWAKE GYM + WELLNESS,preston,VIC,3072,unclaimed,c4dc6866-2aa8-4b47-834f-232005db6092,The Wellness Room Preston,preston,VIC,3072,unclaimed
LOCATION,100,0e4e385d-37a0-44ce-a620-584ddd50d852,Bodyworx Gym 24/7,heidelberg west,VIC,3081,unclaimed,427345f8-771a-4cad-a58b-13fca06cff41,Cera MMA,heidelberg,VIC,3074,unclaimed
LOCATION,100,gym-962,Prime Fitness,ringwood,VIC,3134,unclaimed,gym-950,Fitness Room - Group Training and 24/7 Gym,ringwood,VIC,3134,unclaimed
LOCATION,100,b3cf7657-1d7c-4d51-a54b-0b0971f3b721,Deepwater Performance,strathfield,NSW,2135,unclaimed,e2c05424-8066-41b5-8833-d87a8dd89c50,Alpha Team Fitness,strathfield,NSW,2135,unclaimed
LOCATION,100,fb1342c1-552e-4695-a561-c8f241106e23,Holistic Pro Health Performance Studio,coolangatta,QLD,4225,unclaimed,8d498619-3a24-47b9-8747-368a8e9e2a43,Eleven Eleven Boxing,coolangatta,QLD,4225,unclaimed
LOCATION,100,gym-230,20FIT Victoria Park,victoria park,WA,6100,owner-3,gym-227,Females over 45 Fitness,victoria park,WA,6100,owner-3
LOCATION,100,gym-231,Hybrid House,victoria park,WA,6100,owner-3,gym-221,XS Fitness Vic Park Gym,victoria park,WA,6100,owner-3
LOCATION,100,7f78bab8-2a6e-4f1f-869e-642af214f9e1,Vision Personal Training Balmain,balmain,NSW,2041,unclaimed,0211e306-cf88-4c6b-a35a-d7a39885ca02,Wellness on Darling,balmain,NSW,2041,unclaimed
LOCATION,100,f8a23210-e10a-418d-b6f9-c5c6fb383cd6,CorePlus Prahran,prahran,VIC,3181,unclaimed,gym-873,REVL Training Prahran,prahran,VIC,3181,unclaimed
LOCATION,100,c856ffc1-af7f-418d-a1f5-ae5c4ce38b73,J body balance The Glen,glen waverley,VIC,3150,unclaimed,219e57e4-16f4-460b-af1e-b344f66cba15,Integrated Health - Glen Waverley,glen waverley,VIC,3150,unclaimed
LOCATION,100,43fcc539-0677-4da6-82e6-c198b3f62dd0,"Courage Training Centre (MMA, BJJ, Muay Thai and Boxing)",aitkenvale,QLD,4814,unclaimed,6f808a1e-8fed-4712-896e-a6f14729d194,Enhanced Health and Fitness,aitkenvale,QLD,4814,unclaimed
LOCATION,100,gym-1471,S30 Training Maroochydore,maroochydore,QLD,4555,unclaimed,gym-1466,Jetts Maroochydore,maroochydore,QLD,4558,unclaimed
LOCATION,100,894bd408-d11e-4fdf-9883-f110474203f9,PCYC St George,rockdale,NSW,2216,unclaimed,16a7ae3e-4f90-4ddd-b41b-7b92a1d2a8c4,Tszyu Fight Club,rockdale,NSW,2216,unclaimed
FUZZY,100,gym-117,Anytime Fitness,stirling,WA,6021,owner-3,gym-240,Anytime Fitness,balcatta,WA,6021,owner-3
FUZZY,97,6ab576cc-6f18-4a08-baec-d258ba6c7cda,Matthews Hill Reserve Outdoor gym 3,sunshine,VIC,3020,unclaimed,1baefd07-ceec-4adb-92a5-d18fde874709,Matthews hill reserve outdoor gym 1,sunshine,VIC,3020,unclaimed
FUZZY,93,04066c27-2a01-4e35-bc7a-343a05ba320e,Anytime Fitness Fairfield West,fairfield west,NSW,2165,unclaimed,9a0cd539-7a82-4bd0-a43f-fe2b20a22766,Anytime Fitness Fairfield East,fairfield east,NSW,2165,unclaimed
FUZZY,92,a46af742-cb08-4070-b4d0-e5a0250b0647,Snap Fitness 24/7 Craigieburn,craigieburn,VIC,3064,unclaimed,4524de66-5d2c-4db6-8e69-5c6e92a350fd,Zap Fitness 24/7 Craigieburn,craigieburn,VIC,3064,unclaimed
FUZZY,89,gym-315,Fitness First Park St Platinum,sydney,NSW,2000,unclaimed,gym-320,Fitness First Market St Platinum,sydney,NSW,2000,unclaimed
FUZZY,89,18b1ac0c-efad-446c-9750-94ce518292c3,Devonport Recreation & Function Centre,devonport,TAS,7310,unclaimed,546143a0-9043-4949-9d0d-b480c844b5a8,East Devonport Recreation & Function Centre,east devonport,TAS,7310,unclaimed
FUZZY,88,gym-315,Fitness First Park St Platinum,sydney,NSW,2000,unclaimed,gym-319,Fitness First Pitt St Platinum,sydney,NSW,2000,unclaimed
FUZZY,88,e23790df-0573-4779-9762-fd176aa019ee,Orbit Fitness Equipment - Osborne Park,osborne park,WA,6017,unclaimed,gym-174,Elite Fitness Equipment Osborne Park,osborne park,WA,6017,owner-3
FUZZY,88,gym-174,Elite Fitness Equipment Osborne Park,osborne park,WA,6017,owner-3,gym-170,Flex Fitness Equipment - Osborne Park,osborne park,WA,6017,owner-3
FUZZY,87,gym-1756,Zap Fitness 24/7 Hobart City,hobart,TAS,7000,unclaimed,gym-1760,Zap Fitness 24/7 Hobart CBD,hobart,TAS,7000,unclaimed
FUZZY,87,gym-572,Anytime Fitness Campbelltown West,campbelltown,NSW,2560,unclaimed,gym-566,Anytime Fitness Campbelltown,campbelltown,NSW,2560,unclaimed
FUZZY,86,gym-929,Core24 Frankston Health Fitness Gym,frankston,VIC,3199,unclaimed,gym-935,Core24 Frankston South Health & Fitness Gym,frankston south,VIC,3199,unclaimed
FUZZY,86,gym-074,Revo Fitness - Rockingham,rockingham,WA,6168,owner-3,gym-083,RARE Fitness Rockingham,rockingham,WA,6168,owner-3
FUZZY,86,943283a3-b480-4f0b-b1fc-d36e83791522,Anytime Fitness Cabramatta,cabramatta,NSW,2166,unclaimed,66ce94c6-e1f5-41a7-9523-c62b461f93f4,Anytime Fitness Cabramatta City,cabramatta,NSW,2166,unclaimed
FUZZY,85,04066c27-2a01-4e35-bc7a-343a05ba320e,Anytime Fitness Fairfield West,fairfield west,NSW,2165,unclaimed,5e90f223-7c18-4ed9-a8c0-77c97eba337c,Anytime Fitness Fairfield,fairfield,NSW,2165,unclaimed
FUZZY,85,5e90f223-7c18-4ed9-a8c0-77c97eba337c,Anytime Fitness Fairfield,fairfield,NSW,2165,unclaimed,9a0cd539-7a82-4bd0-a43f-fe2b20a22766,Anytime Fitness Fairfield East,fairfield east,NSW,2165,unclaimed
FUZZY,85,gym-400,Anytime Fitness Chatswood East,chatswood,NSW,2067,unclaimed,gym-401,Anytime Fitness Chatswood,chatswood,NSW,2067,unclaimed
FUZZY,85,gym-315,Fitness First Park St Platinum,sydney,NSW,2000,unclaimed,gym-310,Fitness First Bond St Platinum,sydney,NSW,2000,unclaimed
FUZZY,85,gym-319,Fitness First Pitt St Platinum,sydney,NSW,2000,unclaimed,gym-310,Fitness First Bond St Platinum,sydney,NSW,2000,unclaimed
FUZZY,85,gym-571,Snap Fitness 24/7 Campbelltown,campbelltown,NSW,2560,unclaimed,gym-564,Plus Fitness 24/7 Campbelltown,campbelltown,NSW,2560,unclaimed
FUZZY,84,e23790df-0573-4779-9762-fd176aa019ee,Orbit Fitness Equipment - Osborne Park,osborne park,WA,6017,unclaimed,gym-170,Flex Fitness Equipment - Osborne Park,osborne park,WA,6017,owner-3
FUZZY,84,644bc2bf-f771-441c-8125-5d91dd8cb1a6,Snap Fitness 24/7 Everton Park,everton park,QLD,4053,unclaimed,5728e997-5bce-4a22-baab-b87ae0939bd3,Plus Fitness 24/7 Everton Park,everton park,QLD,4053,unclaimed
FUZZY,83,gym-550,Snap Fitness 24/7 Castle Hill,castle hill,NSW,2154,unclaimed,gym-549,Plus Fitness 24/7 Castle Hill,castle hill,NSW,2154,unclaimed
FUZZY,83,85776482-6d04-42c3-aa56-ef54a93733aa,BFT Hoppers Crossing,hoppers crossing,VIC,3029,unclaimed,044939e7-c31b-4089-8807-5aa564481830,UBX Hoppers Crossing,hoppers crossing,VIC,3029,unclaimed
FUZZY,83,06efa87f-d3d8-4f97-997d-f8feee30dc3d,Snap Fitness 24/7 Craigieburn North,craigieburn,VIC,3064,unclaimed,a46af742-cb08-4070-b4d0-e5a0250b0647,Snap Fitness 24/7 Craigieburn,craigieburn,VIC,3064,unclaimed
FUZZY,83,40eb884a-0c99-4ce1-9158-c450368c13d2,Orbit Fitness Equipment - Mandurah,halls head,WA,6210,unclaimed,gym-108,Flex Fitness Equipment Mandurah,mandurah,WA,6210,owner-3
FUZZY,83,9442f8cb-7c9e-4643-8b7b-b744c34cffeb,KX Pilates Glen Waverley,glen waverley,VIC,3150,unclaimed,7f9d99dd-9a83-4b95-a228-869723d5f64f,Club Pilates Glen Waverley,glen waverley,VIC,3150,unclaimed
FUZZY,83,gym-074,Revo Fitness - Rockingham,rockingham,WA,6168,owner-3,gym-078,Bemore Fitness Rockingham,rockingham,WA,6168,owner-3
FUZZY,83,gym-078,Bemore Fitness Rockingham,rockingham,WA,6168,owner-3,gym-083,RARE Fitness Rockingham,rockingham,WA,6168,owner-3
FUZZY,83,gym-887,Plus Fitness 24/7 Footscray,footscray,VIC,3011,unclaimed,gym-889,Snap Fitness 24/7 Footscray,footscray,VIC,3011,unclaimed
FUZZY,83,gym-383,Plus Fitness 24/7 Blacktown,blacktown,NSW,2148,unclaimed,gym-381,Snap Fitness 24/7 Blacktown,blacktown,NSW,2148,unclaimed
FUZZY,83,gym-344,Plus Fitness 24/7 Liverpool,liverpool,NSW,2170,unclaimed,gym-343,Snap Fitness 24/7 Liverpool,liverpool,NSW,2170,unclaimed
FUZZY,82,gym-1730,24fit Mount Gambier,mount gambier,SA,5290,unclaimed,gym-1733,BFT Mount Gambier,mount gambier,SA,5290,unclaimed
FUZZY,82,gym-319,Fitness First Pitt St Platinum,sydney,NSW,2000,unclaimed,gym-320,Fitness First Market St Platinum,sydney,NSW,2000,unclaimed
FUZZY,82,gym-074,Revo Fitness - Rockingham,rockingham,WA,6168,owner-3,gym-081,Jetts Fitness Rockingham,rockingham,WA,6168,owner-3
FUZZY,82,e23790df-0573-4779-9762-fd176aa019ee,Orbit Fitness Equipment - Osborne Park,osborne park,WA,6017,unclaimed,gym-168,Dynamo Fitness Equipment - Osborne Park,osborne park,WA,6017,owner-3
FUZZY,82,gym-174,Elite Fitness Equipment Osborne Park,osborne park,WA,6017,owner-3,gym-168,Dynamo Fitness Equipment - Osborne Park,osborne park,WA,6017,owner-3
FUZZY,82,gym-168,Dynamo Fitness Equipment - Osborne Park,osborne park,WA,6017,owner-3,gym-170,Flex Fitness Equipment - Osborne Park,osborne park,WA,6017,owner-3
FUZZY,82,gym-058,Snap Fitness 24/7 Midland,midland,WA,6056,owner-3,gym-059,Sista Fitness 24/7 Midland,midland,WA,6056,owner-3
FUZZY,82,c5b3cf50-cf5e-4d78-aafa-f7e00fc2891c,Calisthenics Gym Southport - Brighton Parade,southport,QLD,4215,unclaimed,d77b9a18-e73e-4729-a656-35c5c8b20337,Calisthenics Gym Southport - Marine Parade,southport,QLD,4215,unclaimed
FUZZY,81,b5777fa2-7106-41d4-aa6c-78f97b659a27,Anytime Fitness Wantirna,wantirna,VIC,3152,unclaimed,4694511e-a3c3-400b-8fee-6bd723aeefc0,Anytime Fitness Wantirna South,wantirna south,VIC,3152,unclaimed
